FILENAME,INSTRUMENT,BIBCODE,OBSERVATION_DATE,OBSERVATION_MJD,NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG,MEDIAN_SNR,SSPT,SPEX_GRAVITY_CLASSIFICATION,OSPT,OSPT_REF,NSPT,NSPT_REF,SPT,SPT_REF,OBJECT_TYPE,MAG_2MASS_J,E_MAG_2MASS_J,MAG_2MASS_H,E_MAG_2MASS_H,MAG_2MASS_KS,E_MAG_2MASS_KS,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
12318_12052.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,SIMP J04173264-1345388,J04173264-1345388,64.386,-13.76077778,12052,,,,,150,1.61,,OK,31.84521484,L2.0,FLD-G,,,L2,2016arXiv160706117R,L2,2016arXiv160706117R,VLM,15.881,0.069,15.046,0.083,14.553,0.097,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,176.0147721,10.6216,-147.4,-96.2,2016arXiv160706117R,,,,,,,,,
12319_12053.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,SIMP J04175143-1838320,J04175143-1838320,64.46429167,-18.64222222,12053,,,,,150,1.3,,OK,22.41393852,L2.0,FLD-G,,,L3pec,2016arXiv160706117R,L3pec,2016arXiv160706117R,VLM,16.334,0.119,15.305,0.106,14.595,0.097,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,182.4633662,14.7105,144.2,111.8,2016arXiv160706117R,,,,,,,,,
12320_12054.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J04223057+0723448,J042230575+07234481,65.627375,7.395780556,12054,,,,,250,1.02,,OK,40.62004089,L1.0,FLD-G,L1,Martin2010,L1,2016arXiv160706117R,L1,2010AJ....139.1808S,VLM,15.771,0.07,14.915,0.069,14.446,0.061,0.075,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J04223057+0723448,L1,2010AJ....139.1808S,0.896637137,,,,57.81871017,11.28255444,57.81871017,11.28255444,341.899883,12.0917,195.2,-280.7,2016arXiv160706117R,93.70131656,18.58244317,29.08,12.9,2010AJ....139.1808S,,,,
12321_12055.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,SIMP J04323767-0639501,J04323767-0639501,68.15695833,-6.663916667,12055,,,,,250,1.12,,OK,68.98131561,L2.0,FLD-G,,,L2pec,2016arXiv160706117R,L2pec,2016arXiv160706117R,VLM,15.579,0.046,14.687,0.058,13.927,0.051,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,186.6492432,10.4637,86.3,-165.5,2016arXiv160706117R,,,,,,,,,
12322_12056.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,2MASS J08125319+3721048,J081253196+37210483,123.221625,37.35134167,12056,,,,,150,1.13,,OK,27.29561424,L1.0,FLD-G,L3,Martin2010,L0.5pec,2016arXiv160706117R,L3,2010AJ....139.1808S,VLM,15.749,0.072,14.982,0.082,14.278,0.068,0.011,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J08125319+3721048,L3,2010AJ....139.1808S,0.753404617,,,,39.62362349,7.188551184,39.62362349,7.188551184,152.8285968,9.90353,12.7,-152.3,2016arXiv160706117R,28.70365197,5.52966504,,,,,,,
12323_12057.fits,SPEX-PRISM,2016arXiv160706117R,20080229,54525,2MASS J09155650+0514212,J091556508+05142125,138.9854167,5.239236111,12057,,,,,150,1.05,,OK,21.22890854,L2.0,INT-G,L3,2010MNRAS.404.1817Z,L2:,2016arXiv160706117R,L3,2010MNRAS.404.1817Z,VLM,15.899,0.083,15.307,0.091,14.432,0.082,0.007,,,,,,INT-G,SPL,,,,,,,,,brownD*,2MASS J09155650+0514212,L3,2010MNRAS.404.1817Z,0.259190913,,,,44.69472761,8.807142498,44.69472761,8.807142498,83.72843006,24.7872,-74.3,-38.6,2016arXiv160706117R,17.73811983,6.308168529,,,,,,,
12324_12058.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,SIMP J09455513-0757441,J09455513-0757441,146.4797083,-7.96225,12058,,,,,150,1.35,,OK,24.17894936,L2.0,FLD-G,,,L1.5:,2016arXiv160706117R,L1.5:,2016arXiv160706117R,VLM,16.173,0.09,15.372,0.086,14.578,0.086,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,136.2187946,17.9724,-46.6,-128,2016arXiv160706117R,,,,,,,,,
12325_12059.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,SIMP J09560810-1447065,J09560810-1447065,149.03375,-14.78513889,12059,,,,,150,1.3,,OK,42.90703583,T0.0,INT-G,,,L9.5,2016arXiv160706117R,L9.5,2016arXiv160706117R,VLM,16.276,0.103,15.059,0.086,14.219,0.061,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,169.6441275,13.5281,89.2,-144.3,2016arXiv160706117R,,,,,,,,,
12326_10724.fits,SPEX-PRISM,2016arXiv160706117R,20090430,54951,2MASS J10315064+3349595,J10315064+3349595,157.961,33.833195,10724,,,,,150,1.06,,OK,19.4118824,L2.0,FLD-G,,,L2,2010ApJS..190..100K,L2,2010ApJS..190..100K,VLM,15.923,0.076,14.838,0.067,14.364,0.054,0.26,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J10315064+3349595,L2,2010ApJS..190..100K,,,,,,,,,240,129.63,-189.12,147.76,2010ApJS..190..100K,,,,,,,,,
12327_12061.fits,SPEX-PRISM,2016arXiv160706117R,20080229,54525,HD 91702B,J1035560375+3655507,158.9834583,36.93076389,12061,,,,,150,1.16,,OK,73.09689331,L1.0,FLD-G,,,M9.5,2016arXiv160706117R,M9.5,2016arXiv160706117R,VLM,15.21,0.06,14.51,0.06,13.99,0.05,,,,,,,FLD-G,SPL,,,,,,,HD 91702,BURGASSER-NP,Star,HD 91702,G5,,17.43516282,18.44,0.75,2007A&A...474..653V,,,54.22993492,2.205664381,137.5276045,0.68,-62.94,-122.28,2007A&A...474..653V,35.35145582,1.448416054,-46.68,0.25,2011AAS...21743412C,,,,
12328_12062.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,SIMP J10391406-1904471,J10391406-1904471,159.8085833,-19.07975,12062,,,,,150,1.51,,OK,20.56460953,L2.0,FLD-G,,,L2:,2016arXiv160706117R,L2:,2016arXiv160706117R,VLM,16.223,0.095,15.33,0.083,14.608,0.12,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,163.4807634,13.6488,123.6,107,2016arXiv160706117R,,,,,,,,,
12329_10802.fits,SPEX-PRISM,2016arXiv160706117R,20080229,54525,2MASS J11181292-0856106,J11181292-0856106,169.55383,-8.9362774,10802,,,,,150,1.14,,OK,36.07308197,L9.0,,L6,2010ApJS..190..100K,L6 pec,2010ApJS..190..100K,L6,2010ApJS..190..100K,VLM,15.784,0.069,14.731,0.058,14.296,0.07,-0.36,BLUE,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11181292-0856106,L6,2010ApJS..190..100K,,,,,,,,,590,139.81,-586.77,-61.67,2010ApJS..190..100K,,,,,,,,,
12330_12064.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,2MASS J11303803+2341480,J11303804+2341480,172.6585,23.69666667,12064,,,,,93,1.01,,OK,21.1703434,L1.0,FLD-G,L3,2009AJ....137..304S,L2.5pec,2016arXiv160706117R,L3,2009AJ....137..304S,VLM,16.64,0.13,15.87,0.12,15.74,0.18,-0.56,blue,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11303803+2341480,L3,2009AJ....137..304S,0.137352896,,,,60.77375465,12.17298939,60.77375465,12.17298939,468.3904888,30.1657,-463.1,-70.2,2016arXiv160706117R,134.9281226,28.38878277,,,,,,,
12331_12065.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,SIMP J11473434+2153590,J11473434+2153590,176.8930833,21.89972222,12065,,,,,93,1,,OK,24.21279716,L2.0,FLD-G,,,L1.5:,2016arXiv160706117R,L1.5:,2016arXiv160706117R,VLM,16.739,0.136,15.724,0.145,15.288,0.136,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,282.6323407,27.7965,-280.2,-37,2016arXiv160706117R,,,,,,,,,
12332_12066.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,2MASS J11501322+0520124,J1150131767+0520122,177.554875,5.336733333,12066,,,,,150,1.17,,OK,22.47975731,L5.0,FLD-G,L6,Martin2010,L5.5pec,2016arXiv160706117R,L6,2010AJ....139.1808S,VLM,16.25,0.14,15.455,0.135,15.016,0.174,-0.47,blue,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J11501322+0520124,L6,2010AJ....139.1808S,0.678399589,,,,30.0358489,5.664586041,30.0358489,5.664586041,345.8869758,31.0929,-259.4,-228.8,2016arXiv160706117R,49.24390237,10.28815422,,,,,,,
12333_11971.fits,SPEX-PRISM,2016arXiv160706117R,20080301,54526,WISE J120035.40-283657.5,J12003584-2836572,180.1475,-28.61584722,11971,,,,,150,1.52,,OK,19.77881241,T0.0,FLD-G,,,L9.0,SPL,T0,2016ApJ...817..112S,VLM,15.981,0.087,15.066,0.072,14.678,0.099,,,,,,,FLD-G,SPL,,,,,,,,,IR,WISE J120035.40-283657.5,,,0.45,,,,,,,,,,,,,,,,,,,,,
12334_12068.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,SIMP J12565644-1002432,J12565644-1002432,194.2351667,-10.04533333,12068,,,,,93,1.16,,OK,14.23917675,M7.0,VL-G,,,M8pec,2016arXiv160706117R,M8pec,2016arXiv160706117R,VLM,16.668,0.175,15.71,0.14,14.862,0.127,,,,,,,VL-G,SPL,,,,,,,,,,,,,,,,,,,,,291.0888868,22.7228,-62.5,-284.3,2016arXiv160706117R,,,,,,,,,
12335_12069.fits,SPEX-PRISM,2016arXiv160706117R,20090430,54951,2MASS J13083106+0818522,J130831063+08185225,197.1294167,8.314513889,12069,,,,,250,1.04,,OK,55.03311157,L1.0,FLD-G,L0,2010MNRAS.404.1817Z,M9.5:,2016arXiv160706117R,L0,2010MNRAS.404.1817Z,VLM,15.127,0.049,14.35,0.06,13.845,0.069,0.112,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J13083106+0818522,L0,2010MNRAS.404.1817Z,0.234270475,,,,51.43525119,9.238596361,51.43525119,9.238596361,259.973114,12.9468,-255.1,50.1,2016arXiv160706117R,63.38224868,11.81395165,,,,,,,
12336_12070.fits,SPEX-PRISM,2016arXiv160706117R,20080301,54526,SIMP J13174922+0448149,J13174922+0448149,199.4550833,4.804138889,12070,,,,,150,1.04,,OK,43.23426056,L2.0,FLD-G,,,L2.5:,2016arXiv160706117R,L2.5:,2016arXiv160706117R,VLM,16.217,0.1,15.135,0.075,14.464,0.093,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,148.3632367,12.7988,-136.3,-58.6,2016arXiv160706117R,,,,,,,,,
12337_11004.fits,SPEX-PRISM,2016arXiv160706117R,20080302,54527,WISE J134310.44-121628.8,J13431044-1216288,205.79349,-12.274445,11004,,,,,250,1.21,,OK,24.60438728,T0.0,INT-G,,,L6.5 +or- 2 pec (blue),2014ApJ...787..126L,L6.5 +or- 2 pec (blue),2014ApJ...787..126L,VLM,16.27,0.1,15.46,0.09,15.23,0.17,-0.55,BLUE,,,,,INT-G,SPL,,,,,,,,,PM*,WISE J134310.44-121628.8,,,,,,,,,,,461.64,19.1,-373,-272,2014ApJ...781....4L,,,,,,,,,
12338_12072.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,SIMP J13441371-1614022,J13441371-1614022,206.057125,-16.23394444,12072,,,,,93,1.24,,OK,20.61737061,T0.0,FLD-G,,,L3.5::,2016arXiv160706117R,L3.5::,2016arXiv160706117R,VLM,16.652,0.14,15.819,0.148,16.164,,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,171.2577298,24.052,78.9,-152,2016arXiv160706117R,,,,,,,,,
12339_12073.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,2MASS J14111847+2948515,J141118477+29485159,212.8269583,29.81433056,12073,,,,,150,1.02,,OK,29.15009308,T0.0,FLD-G,L3.5,2009A&A...497..619Z,L6pec,2016arXiv160706117R,L3.5,2009A&A...497..619Z,VLM,16.2,0.09,15.43,0.11,15.09,0.11,,,,,,,FLD-G,SPL,,,,,,,,,Candidate_brownD*,2MASS J14111847+2948515,,,0.547630939,,,,,,,,276.4932187,25.2051,36.3,-274.1,2016arXiv160706117R,,,,,,,,,
12340_12074.fits,SPEX-PRISM,2016arXiv160706117R,20090430,54951,SIMP J14154242+2635040,J14154242+2635040,213.92675,26.58444444,12074,,,,,93,1.02,,OK,24.16107368,L1.0,FLD-G,,,L1:,2016arXiv160706117R,L1:,2016arXiv160706117R,VLM,16.369,0.121,15.619,0.151,14.858,0.107,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,288.0933529,18.5261,-286.7,-28.3,2016arXiv160706117R,,,,,,,,,
12341_12075.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,2MASS J14520183+1114590,J145201840+11145900,223.0076667,11.24972222,12075,,,,,150,1.06,,OK,30.83111954,L1.0,FLD-G,L2,2010MNRAS.404.1817Z,L2.5pec,2016arXiv160706117R,L2,2010MNRAS.404.1817Z,VLM,15.519,0.067,14.85,0.07,14.335,0.095,-0.17,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J14520183+1114590,L2,2010MNRAS.404.1817Z,0.147117934,,,,44.03740671,9.302380922,44.03740671,9.302380922,382.8358656,22.7846,234.9,-302.3,2016arXiv160706117R,79.91212792,17.53768991,,,,,,,
12342_12076.fits,SPEX-PRISM,2016arXiv160706117R,20080301,54526,SIMP J15014711-1831272,J15014711-1831272,225.4462917,-18.52422222,12076,,,,,150,1.28,,OK,32.73550415,L1.0,FLD-G,,,L0:,2016arXiv160706117R,L0:,2016arXiv160706117R,VLM,16.022,0.097,15.151,0.098,14.763,0.109,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,122.7417207,11.4214,-122.7,3.2,2016arXiv160706117R,,,,,,,,,
12343_12077.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J16055741+1931115,J16055741+1931115,241.4892083,19.51986111,12077,,,,,250,1.22,,OK,46.78035355,L2.0,FLD-G,,,L2.5,2016arXiv160706117R,L2.5,2016arXiv160706117R,VLM,15.576,0.052,14.722,0.071,14.08,0.046,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,257.4273101,17.3277,52.1,-252.1,2016arXiv160706117R,,,,,,,,,
12344_12078.fits,SPEX-PRISM,2016arXiv160706117R,20090430,54951,SIMP J16270845+0546304,J16270845+0546304,246.7852083,5.775111111,12078,,,,,93,1.08,,OK,21.32577324,L0.0,INT-G,,,L0,2016arXiv160706117R,L0,2016arXiv160706117R,VLM,16.656,0.142,15.706,0.118,15.488,0.229,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,123.4797149,37.3523,-93.2,-81,2016arXiv160706117R,,,,,,,,,
12345_12079.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J16275003+0836036,J16275003+0836036,246.9584583,8.601,12079,,,,,250,1.33,,OK,76.80334473,M8.0,FLD-G,,,M9:,2016arXiv160706117R,M9:,2016arXiv160706117R,VLM,14.94,0.044,14.115,0.039,13.715,0.05,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,300.5905022,15.0332,10.7,-300.4,2016arXiv160706117R,,,,,,,,,
12346_12080.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,SIMP J16314748-1922461,J16314748-1922461,247.9478333,-19.37947222,12080,,,,,250,1.56,,OK,46.42324829,,,,,,,,,STAR,15.537,0.047,14.536,0.055,14.007,0.06,,,,,,,VL-G,BURGASSER,,,,,,,,,,,,,,,,,,,,,93.67710499,9.83107,-59.2,-72.6,2016arXiv160706117R,,,,,,,,,
12347_12081.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J16443963+2600128,J164439638+26001287,251.165125,26.003575,12081,,,,,250,1.26,,OK,57.4115715,L1.0,FLD-G,L1,Martin2010,L1,2016arXiv160706117R,L1,2010AJ....139.1808S,VLM,15.466,0.053,14.712,0.06,14.205,0.093,0.011,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J16443963+2600128,L1,2010AJ....139.1808S,0.797328086,,,,51.21231186,8.391670577,51.21231186,8.391670577,154.6785699,12.3794,53.6,153.8,2010AJ....139.1808S,37.54765955,6.847229891,,,,,,,
12348_12082.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,SIMP J17084651+2606449,J17084651+2606449,257.1937917,26.11247222,12082,,,,,150,1.01,,OK,25.8684864,L5.0,INT-G,,,L4pec,2016arXiv160706117R,L4pec,2016arXiv160706117R,VLM,16.367,0.11,15.5,0.103,15.316,0.153,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,325.2292269,27.5072,-61.3,-319.4,2016arXiv160706117R,,,,,,,,,
12349_12083.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,SIMP J18115567+2728407,J18115567+2728407,272.9819583,27.47797222,12083,,,,,150,1.14,,OK,43.16311646,L1.0,INT-G,,,L2.5pec,2016arXiv160706117R,L2.5pec,2016arXiv160706117R,VLM,16.192,0.098,15.327,0.098,14.882,0.1,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,120.8088159,15.3443,-120.6,7.1,2016arXiv160706117R,,,,,,,,,
12350_12084.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,SIMP J21430506-1544394,J21430506-1544394,325.7710833,-15.74427778,12084,,,,,150,1.26,,OK,31.5087471,M8.0,FLD-G,,,M8,2016arXiv160706117R,M8,2016arXiv160706117R,VLM,16.404,0.115,15.609,0.127,15.39,0.184,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,205.3158055,30.1935,183.7,-91.7,2016arXiv160706117R,,,,,,,,,
12351_11570.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J21555848+2345307,J21555848+2345307,328.99365,23.758528,11570,,,,,150,1.11,,OK,68.55770111,L2.0,FLD-G,,,L2,2010ApJS..190..100K,L2,2010ApJS..190..100K,VLM,15.833,0.067,15.05,0.082,14.268,0.069,-0.09,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J21555848+2345307,L2,2014AJ....147...34S,,,,,,,,,240,139.94,205.72,123.61,2010ApJS..190..100K,,,,,,,,,
12352_12086.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,SIMP J22030176-0301107,J22030176-0301107,330.7573333,-3.019638889,12086,,,,,150,1.09,,OK,35.39409256,M8.0,INT-G,,,M9pec,2016arXiv160706117R,M9pec,2016arXiv160706117R,VLM,16.108,0.097,15.325,0.108,15.148,0.134,,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,,,,221.0177595,26.833,-162.6,-149.7,2016arXiv160706117R,,,,,,,,,
12353_12087.fits,SPEX-PRISM,2016arXiv160706117R,20090429,54950,SIMP J22130498+1255078,J22130498+1255078,333.27075,12.91883333,12087,,,,,150,1.47,,OK,10.32608604,M8.0,FLD-G,,,M8.5:,2016arXiv160706117R,M8.5:,2016arXiv160706117R,VLM,16.417,0.129,15.778,0.151,15.644,0.31,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,172.7025767,36.4965,-99.3,-141.3,2016arXiv160706117R,,,,,,,,,
12354_12088.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,2MASS J22153705+2110554,J221537056+21105549,333.904375,21.18208056,12088,,,,,150,1.19,,OK,53.7071991,T1.0,FLD-G,,,T1.5,2016arXiv160706117R,T0+T2?,2015AJ....150..182K,VLM,16,0.08,15.19,0.09,14.82,0.11,-0.18,,,,,,FLD-G,SPL,,,,,Y,2,,,brownD*,2MASS J22153705+2110554,T0+T2?,2015AJ....150..182K,0.457758078,,,,17.97090645,3.531586902,17.97090645,3.531586902,179.8273895,14.9241,66.7,-167,2016arXiv160706117R,15.31807405,3.267689519,,,,,,,
12355_12089.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J22484809-0126570,J22484809-0126570,342.200375,-1.449166667,12089,,,,,150,1.27,,OK,27.12968826,L1.0,FLD-G,,,L1.5pec,2016arXiv160706117R,L1.5pec,2016arXiv160706117R,VLM,16.538,0.115,15.618,0.122,15.665,0.242,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,273.5800614,35.4031,228.2,150.9,2016arXiv160706117R,,,,,,,,,
12356_11934.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,PSO J342.3797-16.4665,J22493109-1627594,342.3795417,-16.4664,11934,,,,,150,1.31,,OK,47.56035995,L5.0,FLD-G,,,T0.0,SPL,L5:pec,2015ApJ...814..118B,VLM,16.121,0.085,15.262,0.086,14.831,0.11,-0.07,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,19.2,3.511,19.2063,3.5111,,,,,,,,,,,,,,
12357_12091.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,BRLT 317,J225016392+08082248,342.5682917,8.139577778,12091,,,,,250,1.03,,OK,70.8992157,T0.0,FLD-G,,,L3.5pec,2016arXiv160706117R,L1.0,2013MNRAS.430.1171D,VLM,15.503,0.005,15.048,0.006,14.513,0.007,-0.26,,,,,,FLD-G,SPL,,,,,,,,,brownD*,BRLT 317,L1.0,2013MNRAS.430.1171D,2.287076348,,,,51.75172698,9.974164588,51.75172698,9.974164588,333.9371348,14.6219,212.5,-257.6,2016arXiv160706117R,81.91584306,16.19004103,,,,,,,
12358_12092.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,SIMP J22543828+1640488,J22543828+1640488,343.6595,16.68022222,12092,,,,,150,1,,OK,79.78855133,L1.0,FLD-G,,,L1,2016arXiv160706117R,L1,2016arXiv160706117R,VLM,15.875,0.061,14.83,0.053,14.246,0.064,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,244.6461322,11.039,-84.2,-229.7,2016arXiv160706117R,,,,,,,,,
12359_11979.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,WISEA J230329.45+315022.7,J23032925+3150210,345.8727083,31.83946389,11979,,,,,150,1.03,,OK,39.55452347,T2.0,INT-G,,,T2.0,SPL,T2pec,2016ApJ...817..112S,VLM,16.215,0.093,15.466,0.115,15.439,0.163,,,,,,,FLD-G,SPL,,,,,,,,,IR,WISEA J230329.45+315022.7,,,0.63,,,,,,,,,,,,,,,,,,,,,
12360_11659.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,WISE J232219.45-140726.2,J23221945-1407262,350.58105,-14.123889,11659,,,,,150,1.21,,OK,44.29507446,M8.0,INT-G,,,L1 pec (blue),2014ApJ...787..126L,L1 pec (blue),2014ApJ...787..126L,VLM,15.99,0.07,15.99,0.07,15.99,0.07,-0.17,,,,,,INT-G,SPL,,,,,,,,,IR,2MASS J23221914-1407238,,,,,,,,,,,,,,,,,,,,,,,,
12361_12095.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,2MASS J23271573+1517310,J232715731+15173103,351.8155417,15.29195278,12095,,,,,150,1.05,,OK,58.47654343,L4.0,FLD-G,L5,2009A&A...497..619Z,L3.5:,2016arXiv160706117R,L3.5,2013MNRAS.430.1171D,VLM,16.203,0.011,15.357,0.013,14.684,0.01,0.004,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J23271573+1517310,L3.5,2013MNRAS.430.1171D,0.0333069,,,,46.582405,7.963609658,46.582405,7.963609658,175.2441155,14.9913,-66.1,-162.3,2016arXiv160706117R,38.69400579,7.396981546,,,,,,,
12362_12096.fits,SPEX-PRISM,2016arXiv160706117R,20080919,54728,SIMP J23324336-1249383,J23324336-1249383,353.1806667,-12.82730556,12096,,,,,150,1.2,,OK,24.17358398,L1.0,FLD-G,,,L0.5pec,2016arXiv160706117R,L0.5pec,2016arXiv160706117R,VLM,16.564,0.132,16.234,0.222,15.506,0.178,,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,201.8744164,29.6998,183.2,-84.8,2016arXiv160706117R,,,,,,,,,
12363_11696.fits,SPEX-PRISM,2016arXiv160706117R,20080917,54726,WISE J234026.61-074508.1,J23402661-0745081,355.11084,-7.7522502,11696,,,,,150,1.14,,OK,8.381103516,T6.0,INT-G,,,T7,2011ApJS..197...19K,T7,2011ApJS..197...19K,VLM,16.54,0.104,16.212,0.193,16.271,,0.18,,,,,,,,,,,,,,,,brownD*,EQ J2340-0745,T7,2011ApJS..197...19K,,,,,,,,,326.74,26.25,158,-286,2011ApJS..197...19K,,,,,,,,,
12364_11078.fits,SPEX-PRISM,2016arXiv160706117R,20080918,54727,2MASS J14402290+1339230,J14402290+1339230,220.09541,13.656388,11078,,,,,250,1.03,,OK,82.08470154,L5.0,FLD-G,M8,2007AJ....133..439C,,,M8,2007AJ....133..439C,VLM,12.395,0.022,11.71,0.02,11.337,0.02,-0.01,,,,,,,,,,,,,,,,brownD*,2MASS J14402293+1339230,M7V,2011AJ....141...97W,,45,1.11,2014AJ....147...94D,,,22.222,0.548,350.41,49.77,-131,-325,2007AJ....133.2258S,36.90967777,5.320854152,3,,2011AJ....141...97W,,,,
12368_12100.fits,SPEX-PRISM,2019arXiv190604166B,20161007,57668.38576,2MASS J01004911-1933398,J01004911-1933398,15.204625,-19.56085556,12100,09 15 29.877025,,Bardalez Gagliuffi,Bardalez Gagliuffi,150,1.348,v4.1,OK,85.90026093,M5.0,,,,,,L3.0,2009A&A...503..639T,VLM,13.487,0.026,13.022,0.026,12.755,0.033,-0.72,,,,,,,,,,,,,,,,brownD*,2MASS J01004911-1933398,L3.0,2009A&A...503..639T,3.544645055,,,,14.47734052,2.49133389,14.47734052,2.49133389,332.1806737,5,162,-290,2003ApJ...582.1011S,22.79509953,,,,,,,,
12369_12101.fits,SPEX-PRISM,2019arXiv190604166B,20161007,57668.3724,2MASS J01092170+2949255,J010921702+29492556,17.34041667,29.82376667,12101,08 56 15.101111,,Bardalez Gagliuffi,Bardalez Gagliuffi,150,1.084,v4.1,OK,162.5426636,L1.0,FLD-G,,,,,M9.5,2008AJ....136.1290R,VLM,12.912,0.021,12.158,0.024,11.681,0.02,0.091,,,,,,FLD-G,SPL,,,,,,,,,brownD*,2MASS J01092170+2949255,M9.5,2008AJ....136.1290R,20.9976601,,,,20.22035585,3.801562229,20.22035585,3.801562229,1090.506763,65,1018,391,2007AJ....133.2258S,104.519061,,,,,,,,
