NAME,DESIGNATION,RA,DEC,SOURCE_KEY,OPT_TYPE,OPT_TYPE_REF,NIR_TYPE,NIR_TYPE_REF,LIT_TYPE,LIT_TYPE_REF,OBJECT_TYPE,J_2MASS,J_2MASS_E,H_2MASS,H_2MASS_E,KS_2MASS,KS_2MASS_E,JK_EXCESS,COLOR_EXTREMITY,LUMINOSITY_CLASS,METALLICITY_CLASS,GRAVITY_CLASS_OPTICAL,GRAVITY_CLASS_OPTICAL_REF,GRAVITY_CLASS_NIR,GRAVITY_CLASS_NIR_REF,CLUSTER,CLUSTER_REF,LIBRARY,BINARY,BINARY_REF,SBINARY,SBINARY_REF,COMPANION_NAME,COMPANION_REF,SIMBAD_OTYPE,SIMBAD_NAME,SIMBAD_SPT,SIMBAD_SPT_REF,SIMBAD_SEP,PARALLAX,PARALLAX_E,PARALLEX_REF,DISTANCE_PHOT,DISTANCE_PHOT_E,DISTANCE,DISTANCE_E,MU,MU_E,MU_RA,MU_DEC,MU_REF,VTAN,VTAN_E,RV,RV_E,RV_REF,VSINI,VSINI_E,VSINI_REF,NOTE
SDSS J204749.61-071818.3,J20474959-0718176,311.9566,-7.3048892,11486,,,T0:,2006ApJ...637.1067B,T0:,2006ApJ...637.1067B,VLM,16.946,0.198,15.909,0.2,14.99,,-0.09,,,,,,,,,,,,,,,,,brownD*,SDSS J204749.61-071818.3,T0:,2010ApJ...710.1142B,,49.9,7.9,2012ApJ...752...56F,,,20.04,3.173,243.76,7.21,35.9,-241.1,2013MNRAS.433.2054S,23.15457873,3.729252148,,,,,,,
2MASS J20491972-1944324,J20491972-1944324,312.33218,-19.742334,11487,M7.5 V,,,,M7.5 V,,VLM,12.853,0.024,12.227,0.023,11.786,0.021,-0.03,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J20491972-1944324,M7.5V,,,,,,,,,,331.48,12.73,179,-279,2007ApJ...667..520C,,,,,,,,,
2MASS J20494090+1140068,J20494090+1140068,312.42041,11.668556,11488,,,M7.5,2004AJ....127.2856B,M7.5,2004AJ....127.2856B,VLM,16.26,0.1,15.64,0.15,14.96,0.13,-0.01,,,,,,,,,,,,,,,,,brownD*,2MASS J20494090+1140068,M7.5V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
LEHPM 2-246,J20504387-3358359,312.6828,-33.976639,11489,,,M7,BURGASSER-NP,M7,BURGASSER-NP,VLM,13.815,0.027,13.146,0.023,12.854,0.031,0.01,,,,,,,,,,,,,,,,,PM*,2MASS J20504446-3358408,,,,,,,,,,,510.06,21.95,440,-258,2005A&A...435..363D,,,,,,,,,
WISEA J205202.06-204313.0,J20520174-2043119,313.0085833,-20.72027778,11977,,,L8.0,SPL,L8,2016ApJ...817..112S,VLM,16.813,0.138,15.459,0.098,14.803,0.096,,,,,,,INT-G,SPL,,,,,,,,,,IR,WISEA J205202.06-204313.0,,,1.91E,,,,,,,,,,,,,,,,,,,,,
LEHPM 2-381,J20522811-4758362,313.11713,-47.976723,11490,M8,,M8,BURGASSER-NP,M8,BURGASSER-NP,VLM,12.941,0.025,12.294,0.025,11.881,0.03,-0.01,,,,,,INT-G,SPL,,,,,,,,,,PM*,SSSPM J2052-4759,M8e,2005A&A...440.1061L,,,,,,,,,405.11,20.25,-30,-404,2003AJ....125..984M,,,,,,,,,
SDSS J205235.31-160929.8,J20523515-1609308,313.14645,-16.158556,11491,,,T1+/-1,2006AJ....131.2722C,T1+/-1,2006AJ....131.2722C,VLM,16.334,0.118,15.414,0.115,15.123,0.15,-0.28,,,,,,,,,,sbinary binary,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J2054358+151904,J20543585+1519043,313.64935,15.317861,11492,L1:,2000AJ....120..447K,,,L1:,2000AJ....120..447K,VLM,16.37,0.129,15.425,0.109,14.983,0.141,0.26,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J2054358+151904,L1:V,2000AJ....120..447K,,,,,,,,,93.54,25.46,-45,-82,2008MNRAS.384.1399J,,,,,,,,,
2MASS J2055213+194157,J2055213+194157,313.83875,19.699165,11493,,,M4.5,BURGASSER-NP,M4.5,BURGASSER-NP,VLM,15.984,0.08,15.449,0.103,15.45,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J2057153+171515,J20571538+1715154,314.31409,17.254278,11494,L1.5,2000AJ....120..447K,,,L1.5,2000AJ....120..447K,VLM,15.965,0.085,15.191,0.088,14.498,0.074,0.24,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASSI J2057153+171515,L1.5V,2000AJ....120..447K,,,,,,,,,111.61,21.93,90,66,2008MNRAS.384.1399J,,,,,,,,,
2MASSI J2057540-025230,J20575409-0252302,314.47537,-2.8750558,11495,L1.5,2003AJ....126.2421C,L1.5,2004A&A...416L..17K,L1.5,2003AJ....126.2421C,VLM,13.121,0.024,12.268,0.024,11.724,0.025,0.12,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MUCD 12054,L1,2014AJ....147...34S,,70.1,3.7,2012ApJ...752...56F,,,14.265,0.753,80.06,20.22,13,-79,2007AJ....133.2258S,5.413639577,1.397017615,-24.68,0.43,2010ApJ...723..684B,60.56,0.37,2010ApJ...723..684B,
2MASS J20575592-0050060,J20575592-0050060,314.483,-0.83499998,11496,M9,,,,M9,,VLM,14.974,0.033,14.226,0.037,13.77,0.045,0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J20575592-0050066,M9V,2011AJ....141...97W,,,,,,,,,47.85,33.05,-37.2,-30.1,2010AJ....139.1808S,,,,,,,,,
2MASS J2058508-391320,J2058508-391320,314.71167,-39.222221,11497,,,M5,BURGASSER-NP,M5,BURGASSER-NP,VLM,15.968,0.121,15.695,0.214,14.983,0.166,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J2059203+175223,J2059203+175223,314.83456,17.873056,11498,,,d/sdM5,BURGASSER-NP,d/sdM5,BURGASSER-NP,VLM,15.869,0.085,15.856,0.209,15.407,0.203,-0.14,,,d/sd,,,,,,,subdwarf,,,,,,,brownD*,2MASS J20592033+1752232,,,,,,,,,,,,,,,,,,,,,,,,
2MASSW J2101154+175658,J21011544+1756586,315.31433,17.94961,11499,L7.5,2000AJ....120..447K,,,L7.5,2000AJ....120..447K,VLM,16.853,0.171,15.861,0.182,14.892,0.116,0.39,RED,,,,,,,,,binary,Y,,,,,,brownD*,2MASSW J2101154+175658,L7+L8,2010ApJ...711.1087K,,30.14,3.42,2012ApJ...752...56F,,,33.179,3.765,208.66,4.24,144,-151,2009AJ....137....1F,32.81439062,3.782773415,,,,,,,binary: a=0.232 at 107 deg on 5/7/2001 (Gizis et al. 2003)
2MASS J21015750+0033294,J21015750+0033294,315.48956,0.55816668,11500,,,M I,,M I,,GIANT,9.553,0.021,8.771,0.049,8.318,0.025,,,I,,,,,,,,giant,,,,,,,AGB*,2MASS J21015758+0033294,M6,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
2MASSI J2104149-103736,J21041491-1037369,316.06213,-10.626917,11501,L2.5,2008ApJ...689.1295K,,,L2.5,2008ApJ...689.1295K,VLM,13.841,0.029,12.975,0.025,12.369,0.024,0.08,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21041491-1037369,L2,2014AJ....147...34S,,53,1.71,2014AJ....147...94D,,,18.868,0.609,675.25,21.93,614,-281,2008MNRAS.384.1399J,60.38991465,2.764710393,-21.09,0.12,2010ApJ...723..684B,23.44,0.23,2010ApJ...723..684B,
2MASS J21050130-0533505,J210501307-05335057,316.2554167,-5.564047222,12156,,,M7.0,SPL,M7,2015AJ....150..182K,VLM,16.42,0.12,15.54,0.13,15.19,0.15,0.23,,,,,,VL-G,SPL,,,,,,,,,,Star,2MASS J21050130-0533505,M7,2015AJ....150..182K,3.731485782,,,,148.0412896,27.27688927,148.0412896,27.27688927,,,,,,,,,,,,,,
SDSS J210515.30-003701.5,J21051530-0037015,316.31375,-0.61708337,11502,L1.5,2009A&A...497..619Z,,,L1.5,2009A&A...497..619Z,VLM,16.97,0.17,15.9,0.17,14.91,0.13,0.12,,,,,,FLD-G,SPL,,,,,,,,,,Candidate_brownD*,2MASS J21051530-0037016,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J21065114+0637269,J21065114+0637269,316.7145417,6.625283333,12351,,,M6.0,SPL,M6.0,SPL,VLM,12.422,0.025,11.848,0.024,11.493,0.024,0.009,,,,,,,,,,,,,,,,,,,,,,,,,31.61758267,5.641263687,31.61758267,5.641263687,,,,,,,,,,,,,,
SDSS J21071053+05014555,J21071053+05014555,316.79388,5.0293059,11503,,,,,,,VLM,15.447,,15.559,0.162,14.884,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASSI J2107316-030733,J21073169-0307337,316.88205,-3.1260276,11504,L0,2003AJ....126.2421C,,,L0,2003AJ....126.2421C,VLM,14.2,0.032,13.443,0.031,12.878,0.03,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21073169-0307337,L0,2009AJ....137....1F,,,,,,,,,170.29,22.2,170,-10,2008MNRAS.384.1399J,,,,,,,,,
2MASS J21075409-4544064,J21075409-45440639,316.97537,-45.735085,11505,L0:,2008AJ....136.1290R,,,L0:,2008AJ....136.1290R,VLM,14.915,0.032,13.953,0.038,13.38,0.034,0.13,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J21075409-4544064,L0,2009AJ....137....1F,,,,,,,,,115.28,50.61,115,-8,2008MNRAS.390.1517C,,,,,,,,,
2MASS J21100889+2132483,J21100889+2132483,317.53705,21.546749,11506,,,M8,2004AJ....127.2856B,M8,2004AJ....127.2856B,VLM,15.94,0.08,15.28,0.08,15.29,0.23,-0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21100889+2132483,M8V,2004AJ....127.2856B,,,,,,,,,,,,,,,,,,,,,,
V Z Cep,J21103752-1610251,317.65631,-16.173637,11507,M Iab,,,,M Iab,,GIANT,6.506,0.02,5.649,0.027,5.22,0.023,,,Iab,,,,,,,,giant,,,,,,,Mira,V* Z Cap,M2e:,1966ApJS...13..333K,,,,,,,,,5.89,3.82,5.8,-1,1988A&AS...74..449R,,,-64,5,1953GCRV..C......0W,,,,
2MASS J21111559-0543437,J211115594-05434378,317.8149583,-5.728827778,12157,,,L0.0,SPL,M9,2015AJ....150..182K,VLM,16.09,0.09,15.61,0.15,14.93,0.13,0.05,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J21111559-0543437,M9,2015AJ....150..182K,6.869368766,,,,93.1860599,17.04468517,93.1860599,17.04468517,,,,,,,,,,,,,,
2MASS J21115335-0644172,J211153359-06441724,317.9722917,-6.738122222,12158,,,M9.0,SPL,M9,2015AJ....150..182K,VLM,16.9,0.15,16.12,0.2,15.46,0.2,0.33,,,,,,INT-G,SPL,,,,,,,,,,Star,2MASS J21115335-0644172,M9,2015AJ....150..182K,2.728179621,,,,132.6723009,23.59137409,132.6723009,23.59137409,,,,,,,,,,,,,,
2MASS J21123034+0758505,J21123034+0758505,318.1274583,7.980291667,12815,,,M9.0,SPL,M9,2017arXiv170803688K,VLM,16.256,0.097,15.632,0.162,15.224,0.157,-0.078,,,,,,VL-G,SPL,,,,,,Y,2017arXiv170803688K,,,,,,,,,,,96.7614358,16.98233631,96.7614358,16.98233631,,,,,,,,,,,,,,
J2114-4339 Background Source,J21144103-4339531,318.6709583,-43.664725,11822,,,,,,,STAR,13.016,0.022,12.351,0.022,11.953,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong target?
SIPS J2114-4339,J21144103-4339531,318.6709583,-43.664725,12378,,,,,M6.5,2010MNRAS.409..552G,STAR,13.016,0.022,12.351,0.022,11.953,0.024,,,,,,,,,,,,,,,,,,PM*,SIPS J2114-4339,M6.5,2010MNRAS.409..552G,33.95,,,,,,,,155.9006,,49,-148,2010MNRAS.402..575C,,,,,,,,,
WISE J21154359-3225404,J21154359-3225404,318.93161,-32.427891,11508,,,M6:,2014ApJ...783..122K,M6:,2014ApJ...783..122K,VLM,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J2115579+084115,J2115579+084115,318.99124,8.6875,11509,,,M5,BURGASSER-NP,M5,BURGASSER-NP,VLM,15.8,0.103,15.527,0.205,14.6,0.125,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J211610.77+034127.1,J211610519+03412943,319.0437917,3.691508333,12699,,,M8.0,SPL,M8.0,SPL,VLM,13.906,0.03,13.254,0.021,12.84,0.03,0.016,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J211610.77+034127.1,,,11.65138278,,,,37.80712847,6.469251946,37.80712847,6.469251946,460.5442433,10,399,-230,2014ApJ...781....4L,82.53219446,,,,,,,,
2MASS J21163374-0729200,J21163374-0729200,319.14059,-7.4888887,11510,,,L6,2011ApJ...732...56G,L6,2011ApJ...732...56G,VLM,17.197,0.214,16.205,0.213,14.979,0.133,0.2,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J21163374-0729200,L:,2008ApJ...676.1281M,,,,,,,,,,,,,,,,,,,,,,
PSO J319.3102-29.6682,J21171444-2940052,319.3101667,-29.66806111,11928,,,T0.0,SPL,T0:,2015ApJ...814..118B,VLM,15.601,0.06,14.527,0.043,14.15,0.066,0.091,,,,,,INT-G,SPL,,,,,,,,,,,,,,,,,,14.91,2.6,14.9113,2.6008,,,,,,,,,,,,,,
2MASS J21171706+2235040,J21171706+2235040,319.3194583,22.58528889,12328,,,M7.0,SPL,M7.0,SPL,VLM,12.925,0.023,12.286,0.03,11.907,0.022,0.018,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,29.70155617,5.503459652,29.70155617,5.503459652,,,,,,,,,,,,,,
2MASS J21171733-1836170,J21171733-1836170,319.3222,-18.604723,11511,,,,,,,VLM,14.759,0.035,13.938,0.032,13.394,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISE J211807.07-321713.5,J21180707-3217135,319.52945,-32.286945,11512,,,L1.5,2014ApJ...787..126L,L1.5,2014ApJ...787..126L,VLM,15.45,0.05,14.56,0.05,14.09,0.06,0.09,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J211807.07-321713.5,,,,,,,,,,,368.73,14.14,119,-349,2014ApJ...781....4L,,,,,,,,,
HB 2115-4518,J2118317-450552,319.63208,-45.097778,11513,M8.5,,,,M8.5,,VLM,13.425,0.025,12.768,0.027,12.368,0.03,-0.03,,,,,,INT-G,SPL,,,,,,,,,,brownD*,[HB88] 2115-4518,M8.5e,2005A&A...440.1061L,,46.7,7.9,1996MNRAS.281..644T,,,21.413,3.622,597.93,46.86,396,-448,2003AJ....125..984M,60.68923064,11.31476966,,,,,,,
SDSS J211846.77-001044.6,J21184677-00104469,319.69485,-0.17905556,11514,L1,2009A&A...497..619Z,,,L1,2009A&A...497..619Z,VLM,16.204,0.107,15.618,0.156,15.071,0.13,-0.05,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21184677-0010447,L0,2008AJ....135..785W,,,,,,,,,,,,,,,,,,,,,,
2MASS J21203387-0747208,J212033877-07472086,320.141125,-7.789127778,12159,,,L2.0,SPL,L:,2008ApJ...676.1281M,VLM,16.82,0.15,15.77,,14.86,,0.79,RED,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J21203387-0747208,L:,2008ApJ...676.1281M,4.873240551,,,,111.8006001,19.98115978,111.8006001,19.98115978,,,,,,,,,,,,,,
SDSS J212033.89+102159,J21203389+102159,320.14124,10.366389,11515,M8,2008AJ....135..785W,,,M8,2008AJ....135..785W,VLM,13.544,0.027,12.857,0.028,12.423,0.026,-0.02,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21203387+1021591,M9V,2011AJ....141...97W,,,,,,,,,,,,,,,,-34,,2011AJ....141...97W,,,,
2MASS J21210987+6557255,J21210987+6557255,320.29111,65.957077,11516,,,,2010ApJS..190..100K,,,VLM,16.263,0.12,14.942,0.089,14.414,0.088,,,,,,,,,,,,,,,,,,Star,2MASS J21210987+6557255,,,,,,,,,,,330,280.08,128.94,303.77,2010ApJS..190..100K,,,,,,,,,
LSR 2122+3656,J21225635+3656002,320.7348,36.933392,11517,esdM5,2003AJ....125.1598L,,,esdM5,2003AJ....125.1598L,VLM,13.712,0.031,13.304,0.036,13.117,0.03,,,,esd,,,,,,,subdwarf,,,,,,,brownD*,2MASS J21225635+3656002,esdM5,2003AJ....125.1598L,,,,,,,,,813.04,,739,339,2005AJ....129.1483L,,,-100,40,2003AJ....125.1598L,,,,
WISE J212321.92-261405.1,J21232192-2614051,320.84131,-26.234751,11518,,,T5.5,2013ApJS..205....6M,T5.5,2013ApJS..205....6M,VLM,17.44,0.26,17.3,,15.85,,-0.69,BLUE,,,,,,,,,,,,,,,,brownD*,WISE J212321.92-261405.1,T5.5,2014yCat.5144....0M,,,,,,,,,,,,,,,,,,,,,,
2MASS J21233110-2345180,J21233110-2345180,320.87958,-23.754999,11519,M7.5,2007AJ....133..439C,,,M7.5,2007AJ....133..439C,VLM,13.584,,,,12.54,,-0.04,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASSI J2123311-234518,M7.5,,,,,,,,,,,,,,,,,,,,,,,
WISE J212354.78-365223.4,J21235478-3652234,320.97824,-36.873055,11520,,,L1.5,2014ApJ...787..126L,L1.5,2014ApJ...787..126L,VLM,15.38,0.05,14.55,0.04,13.98,0.06,0.04,,,,,,FLD-G,SPL,,,,,,,,,,PM*,WISE J212354.78-365223.4,,,,,,,,,,,508.42,14.14,441,-253,2014ApJ...781....4L,,,,,,,,,
SDSS J212413.89+010000.3,J21241387+0059599,321.0578,0.99997222,11521,,,T5,2006ApJ...637.1067B,T5,2006ApJ...637.1067B,VLM,16.031,0.074,16.183,0.2,16.144,,0.22,,,,,,,,,,,,,,,,,brownD*,CFBDS J212413+010002,T5,2006ApJ...647.1393L,,,,,,,,,350.96,19.8,202,287,2008MNRAS.384.1399J,,,,,,,,,
2MASS J21243864+1849263,J212438650+18492632,321.1610417,18.82397778,12160,,,T0.0,SPL,L9,2015AJ....150..182K,VLM,17.03,0.21,15.89,0.15,15.36,0.17,0.12,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J21243864+1849263,L9,2015AJ....150..182K,22.82853015,,,,29.35800981,5.18767202,29.35800981,5.18767202,,,,,,,,,,,,,,
2MASS J21254581-0018340,J21254582-0018341,321.4409167,-0.309447222,11863,,,M8.0,SPL,M6.5,,VLM,13.137,0.03,12.494,0.024,12.118,0.025,0.059,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J21254581-0018340,M6.5,,17.7,,,,37.24,5.302,37.2445,5.3029,27.20294,7,16,22,2007ApJ...667..520C,4.802380023,,,,,,,,
2MASS J21263403-3143220,J21263403-3143220,321.64178,-31.722778,11522,M9,,,,M9,,VLM,13.467,0.029,12.79,0.026,12.362,0.029,-0.02,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21263403-3143224,M9,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
HB 2124-4228,J2127261-421518,321.85876,-42.255001,11523,M7.5,,,,M7.5,,VLM,13.321,0.023,12.665,0.025,12.186,0.023,0.05,,,,,,FLD-G,SPL,Field,2015ApJS..219...33G,,,,,,,,brownD*,[HB88] 2124-4228,M8/9:V,1988MNRAS.234..177H,,28.9,6.3,1996MNRAS.281..644T,,,34.602,7.543,196.17,,97.2,-170.4,2010MNRAS.402..575C,32.1751516,,,,,,,,
2MASS J2129426-025836,J2129426-025836,322.42749,-2.9766667,11524,,,sdM4,BURGASSER-NP,sdM4,BURGASSER-NP,VLM,15.993,0.101,15.72,0.174,15.881,0.346,,,,sd,,,,,,,subdwarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB 2126-4459,J2130086-444627,322.53583,-44.774166,11525,M8.5,,,,M8.5,,VLM,14.315,0.03,13.604,0.023,13.163,0.029,0.02,,,,,,INT-G,SPL,,,,,,,,,,brownD*,[HB88] 2126-4459,,,,37,16,1996MNRAS.281..644T,,,27.027,11.687,,,,,,,,,,,,,,
2MASS J2130147-072057,J2130147-072057,322.56125,-7.3491669,11526,,,M7,BURGASSER-NP,M7,BURGASSER-NP,VLM,15.483,0.088,15.231,0.139,14.825,0.136,-0.01,,,,,,INT-G,SPL,,,,,,,,,,brownD*,2MASS J21301473-0720578,,,,,,,,,,,,,,,,,,,,,,,,
2MASSW J2130446-084520,J21304463-08452049,322.68597,-8.7556667,11527,L1.5,2008ApJ...689.1295K,,,L1.5,2008ApJ...689.1295K,VLM,14.137,0.032,13.334,0.032,12.815,0.033,0.017,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21304464-0845205,L1,2014AJ....147...34S,,,,,25.23,5.173,25.2324,5.1733,361.33,19.1,360,-31,2008MNRAS.384.1399J,43.21572046,,,,,,,,
BRI 2128-0747,J2131065-073420,322.7771,-7.5722222,11528,M7 III,,,,M7 III,,GIANT,6.173,0.026,5.316,0.026,4.757,0.023,0.14,,III,,,,INT-G,SPL,,,giant,,,,,,,Mira,V* HY Aqr,M8,,,,,,,,,,,,,,,,,-20,,2000MNRAS.317..460F,,,,
2MASS J21312148+2605244,J21312148+2605244,322.8398333,26.09001944,12329,,,M6.0,SPL,M6.0,SPL,VLM,14.426,0.039,13.815,0.041,13.713,0.048,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,75.22555256,14.67000411,75.22555256,14.67000411,,,,,,,,,,,,,,
2MASS J21312183-0947595,J21312183-0947595,322.84094,-9.7998619,11529,,,,,,,VLM,16.28,0.09,15.491,0.105,14.899,0.127,,,,,,,,,,,young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,near GJ 831AB at 8.3 pc; but appears to be unaffiliated based on motion; possible Hyades member?
SDSS J213154.43-011939.3,J21315444-0119374,322.97681,-1.3270555,11530,,,L9,2006AJ....131.2722C,L9,2006AJ....131.2722C,VLM,17.396,0.263,15.781,0.194,15.559,0.21,-0.04,,,,,,,,,,,,,,,,,brownD*,2MASS J21315444-0119374,L9.5,2014AJ....147...34S,,,,,,,,,,,,,,,,,,,,,,
2MASS J21321145+1341584,J21321145+1341584,323.04773,13.699555,11531,L6,2007AJ....133..439C,,,L6,2007AJ....133..439C,VLM,15.795,0.062,14.604,0.055,13.839,0.058,0.01,,,,,,FLD-G,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J213240.36+102949.4,J21324036+1029494,323.16815,10.497056,11532,,,L4.5+/-1,2006AJ....131.2722C,L4.5+/-1,2006AJ....131.2722C,VLM,16.38,0.03,15.52,0.03,14.76,0.03,0.05,,,,,,FLD-G,SPL,Argus,2015ApJS..219...33G,,,,,,,,brownD*,2MASS J21324036+1029494,L5.5,2014AJ....147...34S,,,,,,,,,120.2,26.17,120,-7,2009AJ....137....1F,,,,,,,,,
2MASS J21324898-1452544,J21324898-1452544,323.20407,-14.881778,11533,,,T4,2013AJ....146..161M,T4,2013AJ....146..161M,VLM,15.714,,15.382,,15.268,,-0.29,,,,,,,,,,,,,,,,,brownD*,2MASS J21324898-1452544,T4,2013AJ....146..161M,,,,,,,,,,,,,,,,,,,,,,
SDSS J213307.94+232159,J21330794+232159,323.28305,23.366388,11534,M9.5,2008AJ....135..785W,,,M9.5,2008AJ....135..785W,VLM,13.737,0.028,13.021,0.03,12.557,0.026,0.04,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21330794+2321590,M9.5,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
SDSS J213352.72+101841.0,J21335274+1018410,323.46976,10.311389,11535,,,L5+/-1,2006AJ....131.2722C,L5+/-1,2006AJ....131.2722C,VLM,16.878,0.171,15.833,0.174,15.236,0.171,-0.08,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21335274+1018410,L3.5,2014AJ....147...34S,,,,,,,,,94.34,16.97,-8,-94,2009AJ....137....1F,,,,,,,,,
SDSS J213435.61+240408,J21343561+240408,323.64838,24.06889,11536,M8,2008AJ....135..785W,,,M8,2008AJ....135..785W,VLM,13.574,0.026,12.837,0.032,12.4,0.022,0.1,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21343561+2404086,M8,2008AJ....136.1290R,,,,,,,,,,,,,,,,,,,,,,
J2135+4633 Background Source,J21351760+4633174,323.82333,46.554832,11537,,,,,,,STAR,11.297,0.021,10.756,0.017,10.46,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrong target?
LHS 6380,J21351760+4633174,323.82333,46.554832,11538,WD,,,,WD,,WD,11.297,0.021,10.756,0.017,10.46,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHS 6379,J21351760+4633174,323.82333,46.554832,11539,M4,2005PASP..117..676R,,,M4,2005PASP..117..676R,VLM,11.297,0.021,10.756,0.017,10.46,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J21363029+0515329,J213630294+05153290,324.1262083,5.259138889,12123,,,,,M7.5,2008AJ....136.1290R,VLM,13.353,0.026,12.694,0.023,12.248,0.025,0.08,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21363029+0515329,M7.5,2008AJ....136.1290R,5.256021806,,,,32.76167292,5.34122288,32.76167292,5.34122288,,,,,,,,,,,,,,
2MASS J21371044+1450475,J21371044+1450475,324.29349,14.846527,11540,L2,2008AJ....136.1290R,,,L2,2008AJ....136.1290R,VLM,14.133,0.03,13.302,0.033,12.815,0.033,0.01,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21371044+1450475,L2,2008AJ....136.1290R,,,,,,,,,712.34,28.32,705,102,2008MNRAS.384.1399J,,,,,,,,,
HD 205823A,J2137240848+233930029,324.3503333,23.65833889,12725,,,,,F8,,STAR,8.013,0.027,7.871,0.034,7.836,0.023,,,,,,,,,,,,,,,,HD 205823B,,Star,HD 205823,F8,,1.033255331,4.41,0.25,2016A&A...595A...2G,,,226.7573696,12.85472617,11.63706015,0.725,11.56,1.337,2016A&A...595A...2G,12.50786057,,,,,,,,
HD 205823B,J2137244367+233936616,324.3517917,23.66016944,12726,,,,,,,STAR,9.479,0.026,9.219,0.034,9.191,0.022,,,,,,,,,,,,,,,,HD 205823A,,Star,BD+23 4355B,,,0.861610189,,,,,,,,9.213576938,1.8,9.2,0.5,1998A&A...335L..65H,,,,,,,,,
2MASS J21373742+0808463,J21373742+0808463,324.40591,8.1461945,11541,L5:,2008AJ....136.1290R,,,L5:,2008AJ....136.1290R,VLM,14.774,0.032,13.606,0.035,13.019,0.027,0,,,,,,FLD-G,SPL,,,,,,,,,,brownD*,2MASS J21373742+0808463,L4,2009AJ....137....1F,,,,,,,,,184.2,22.02,-138,-122,2008MNRAS.384.1399J,,,,,,,,,
DENIS J21391360-3529500,J21391360-3529500,324.80667,-35.497223,11542,L0,2010A&A...517A..53M,,,L0,2010A&A...517A..53M,VLM,14.47,,,,13.36,,0.03,,,,,,FLD-G,SPL,,,,,,,,,,Star,2MASS J21391365-3529507,,,,,,,,,,,,,,,,,,,,,,,,
